FILE NAME,UUID,Omnia UUID,Talk Title,Description,SP1,SP2,SP3,MOD
C20_WS20_737340638_TLK_EDT_V3_FIN,737340638,7798ed85-74e6-4369-af4e-c3eec788e3e5,PITCH semi-final #2,"It's time for the PITCH semi-final! This round, you'll get to see more of our judge's reactions and a minute of each startup pitch. Which is your favourite startup? Who will make it through to the final? Tune in to find out!",,,,
D18_WS20_737340641_TLK_EDT_V3,737340641,525c5d10-dbe4-499c-a5a7-9c9e932cf41e,PITCH semi-final #3 & announcement,"It's time for the PITCH semi-final! This round, you'll get to see more of our judge's reactions and a minute of each startup pitch. Which is your favourite startup? Who will make it through to the final? Tune in to find out!",,,,
C9_WS20_737342173_TLK_EDT_V3_FIN,737342173,b6bba87f-d2ba-4023-8734-bb46d7ca4422,PITCH final,"And then there were three! It's time for the PITCH final... Tune in to watch the finalists' full pitches, and all of the judges' reactions, as our startups battle it out to be crowned winner of PITCH.",Theresia Gouw,Cristina Fonseca,Wayne Ting,
D14_WS20_737342188_TLK_EDT_V2_Winner_FIN,737342188,306e90b6-fdf3-4f15-8d88-2999a76851c4,PITCH winner announcement & winner reaction,Finally! It's time to reveal the winner of the Web Summit 2020 PITCH competition.,,,,
C9.2_WS20_741087635_TLK_EDT_V4_FIN,741087635,de50a358-94e5-4157-b94e-8d4bfee32b0a,Cape Verde: Bridging the digital divide,"Cape Verde's prime minister has been a driving force in the country's progressive development. With a clear focus on investing in people, the country has experienced fantastic growth in education and infrastructure. In this session, we learn more about the creative digital initiatives Cape Verde has been implementing.",José Ulisses Correia e Silva,,,Hugo Seneca
C14.2_WS20_741088877_TLK_EDT_V3_FIN,741088877,08ff3613-5e75-498f-b885-0e0ab2c9072b,Leading from the back,"Portuguese footballer Pepe discusses his life in the spotlight, the leadership qualities he has developed, and the role technology is playing in his next chapter.",Pepe .,,,Sílvio Vieira
C20.2_WS20_741088948_TLK_EDT_V4_FIN,741088948,a2107e8b-5f81-47fb-bd68-9d7c64f797f0,Portugal's network for planet regeneration,"The pandemic has hindered good environmental practices in Portugal, but this panel believes networks can reinforce ecological responsibility and a broadening of horizons. ",Ana Salcedo,Gil Penha Lopes,Pedro São Simão,Mariana Barbosa
C23.2_WS20_741089034_TLK_EDT_V1_FIN,741089034,b65b906f-f234-494c-8e14-2d75b4251493,Home is where the tech hub is,"Science, education and technology are merging together to create a fertile environment for startups in Lisbon. Hear from Minister Manuel Heitor on how he plans to expand Portugal's tech hub in 2021. ",Manuel Heitor,,,JOSE PEDRO FRAZÃO
C39.2_WS20_​741089121_TLK_EDT_V3_FIN,741089121,fd369b8c-23ec-4cf3-af0f-684c6f2c2a36,How AI can eliminate the world's language barrier,"Vasco Pedro, co-founder and CEO at Unbabel, will explain how AI can break our language roadblocks by combining AI tech with real humans and their authenticity. He also examines what this means for global companies and their customers in the future.",Vasco Pedro,,,
C33.2_WS20_741089172_TLK_EDT_V2_FIN,741089172,35d699e3-f465-4363-8837-db37a981baba,Winning investments for 2021,"From the rubble that was 2020, can unicorns grow? Join this batch of leading investors as they break down the fate of the tech landscape in Portugal, and share their predictions for what trends and turnarounds wait around the corner.",Stephan Morais,Sofia Santos,,
C45.2_WS20_741089231_TLK_EDT_V1_FIN,741089231,99ee92d6-a625-4d8f-a965-dcef0a7a8741,Lisboa: A smart city,"Renewable, cashless, cohesive. What are the trends in tech turning Lisbon into a smart city? Join this session to find out. ",Madalena Cascais Tomé,Sofia Tenreiro,,Catarina Carvalho
D3.2_WS20_ 741089398_TLK_EDT_V3_FIN,741089398,4adfe0ed-1a93-4785-8abb-5ddb54d3bec8,A more cohesive Europe,"Join us to hear from Portugal's commissioner at the European Union, Elisa Ferreira, and the chairman of Vodafone, Jean-François Van Boxmeer, as they discuss how to ensure that economic growth in Europe is sustainable and leaves no-one behind.",Elisa Ferreira,Jean-Francois Van Boxmeer,,Laura Kayali
D8.2_WS20_ 741089435_TLK_EDT_V1_FIN,741089435,aa81f8cb-e4b9-4f8e-b3d6-9f0d567d8287,AI Moonshot Challenge: Pitch finalists,"Up to €500,000 will be awarded to the best project combining AI and satellite data to tackle marine plastic pollution. Join us now to see the final pitches from a group of trailblazing startup founders. ",,,,
D14.2_WS20_741089532_TLK_EDT_V1_FIN,741089532,,The future of Portugal,"Join us to hear from Rui Rio, president of Portugal's Social Democratic Party, about his views on battling Covid, on economic recovery, and on the future of Portugal. ",Rui Rio,,,Catarina Demony
B26.2_WS20_741093029_TLK_EDT_V1_FIN,741093029,094e5eb7-4dbf-497b-a9b7-dd1c987b5266,What no one told you about operating in competitive markets,"This talk will showcase a rising star from the global startup scene, and highlight how they've grown exponentially over the past 12 months.
",Jaime Jorge,,,
B5.2_WS20_741093100_TLK_EDT_V3_FIN,741093100,22eb41a1-d732-439c-b507-1934c8bc6c83,Handling the Covid-19 crisis,Hear from Portugal's minister for health on the country's ongoing journey to keep its citizens safe from Covid-19.,Marta Temido,,,Ana Pimentel
B14.2_WS20_741093140_TLK_EDT_V1_FIN,741093140,b80bd75e-d109-4223-8783-fca9bf855193,How to save live music in 2021,From crowded stadiums to lengthy Instagram lives... Live music just hits different in 2020. How has Portuguese singer and Eurovision champ Salvador Sobral approached a year without performing? ,Salvador Sobral,,,Inês Lopes Gonçalves
B17.2_WS20_741093186_TLK_EDT_V2_FIN,741093186,1d73c087-6509-4772-8583-9205f4ce3bc9,Will unicorns become extinct?,Join unicorn founder-turned-entrepreneur Cristina Foncesca as she shares her predictions for the startup scene in Europe.  ,Cristina Fonseca,,,Filipe Avillez
B22.2_WS20_741093227_TLK_EDT_V2_FIN,741093227,586d7ff5-75a1-4af5-8018-ededa3073b98,What film can tell us about ourselves,"Join the award-winning director of Listen, Ana Rocha de Sousa, and actress Lucia Moniz in this discussion about their latest project, and why now, more than ever, film is a way to come together and confront the issues most pressing to the world around us. ",Ana Rocha de Sousa,Lúcia Moniz,,Rodrigo Gomes
B11.2_WS20-741093286-TLK-EDT-V3_FIN,741093286,fda7642f-9365-40a7-9d01-5715040a9838,Building a loved brand,"This talk will showcase a rising star from the global startup scene, and highlight how they've grown exponentially over the past 12 months.",Andre Jordão,,,
B31.2_WS20_ 741093403_TLK_EDT_V2_FIN,741093403,418b4f59-78b4-4d5c-860b-586139d0399e,Portugal's startup scene heats up,"Portugal's journey to tech hub is far from over. In this session, hear from those at the centre of the action as they share their perspectives on trends and predictions for the year ahead.",Miguel Fontes,Paulo Santos,Ines Santos Silva,Fátima Caçador
B32.2_WS20-741093539-TLK-EDT-V1_FIN,741093539,5ff23818-a7a8-465b-850d-e5793cd7385e,"Build fast, grow fast","Paulo Rosado led OutSystems from initial startup to an international leader in cutting-edge approaches to the delivery of enterprise web and mobile applications. In this session, this entrepreneur will share the secrets of the scale. 
",Paulo Rosado,,,
C5.2_WS20_741093657_TLK_EDT_V1_FIN,741093657,15aceabb-13aa-4360-b748-ae9ee9c1a8d1,The de-carbonisation challenge,"De-carbonisation is a major challenge for humanity. How can we accelerate energy transition, knowing that technology is a key enabler?",Carlos Gomes da Silva,,,
C8.2_WS20_741093718_TLK_EDT_V2_FIN,741093718,fe13a29b-0757-4994-9fb8-d270c04c70e0,The winning formula,Join the reigning Formula E champion as he discusses his race to victory during unprecedented times. ,António Félix da Costa,,,João Carlos Costa
C14.2_WS20_741093775_TLK_EDT_V1_FIN,741093775,28543813-6bb4-41b5-87b7-10406dda7ddc,A new revolution in payments is coming,"Has crypto had its day? Not yet, believes Sanja Kon, CEO of Utrust. Join her in this session as she unveils her plans for the next era of payments. ",Sanja Kon,,,
C17.2_WS20_741093852_TLK_EDT_V3_FIN,741093852,ec66ab85-2ec0-42f7-9063-375bdb8a7f16,The road towards an AI-driven Europe,The capabilities of AI and virtual assistants are skyrocketing across Europe. This group of panellists believe we're just at the beginning. ,Daniela Braga,Carlos Moedas,,JOSE PEDRO FRAZÃO
C22.2_WS20_741093919_TLK_EDT_V1_FIN,741093919,c2ec6642-c3b6-46d9-a0db-bdaed1cb4aed,AI Moonshot Challenge: Winner announcement,"Yesterday, we showed you the startups pitching to tackle marine plastic pollution using AI and satellite data technology. Now, join Minister Manuel Heitor to find out which startup will be awarded €500,000 in this Moonshot Project Competition winner announcement.",Manuel Heitor,,,
B5.2_WS20_741097782_TLK_EDT_V1_FIN,741097782,3927dd54-0565-4e4d-b470-1ef08b05f23e,Bringing the economy back to life,Join Portugal's minister for economy as he shares his goals and predictions for the country's recovery from the turbulence of 2020. ,Pedro Siza Vieira,,,
B10.2_WS20_ 741097839_TLK_EDT_V6_FIN,741097839,d5bab54f-0147-4803-953c-0b847a315ca8,The champion's challenge,"Ricardo Quaresma has won the top prizes in football for top European clubs. A glittering career that began with Sporting CP included spells with Barcelona, Porto and Inter Milan, with which he won the Serie A and Champions League. In this session, he discusses the challenges of staying at the top of your game.",Ricardo Quaresma,,,Patrícia Matos
B16.2_WS20_ 741097911_TLK_EDT_V2_FIN,741097911,4aa15552-5fc6-4ed3-877d-273f3e74390d,Building a sustainable platform,"Farfetch is building its business model to be inherently more sustainable. Join Farfetch's founder and CEO, José Neves, as he discusses why true sustainability needs to be built from the inside of a company out.",José Neves,,,Amy Thomson
B19.2_WS20_741097955_TLK_EDT_V3_FIN,741097955,90b1ddd7-b98f-4add-9001-116de7db45a0,A deep-dive into Portugal's blue-economy future,Is bluetech really our future? What role will Portugal play in getting us there? Learn from leaders within the blue economy as we delve deep into the heart of sustainability.,Pedro Rocha Vieira,Helena Vieira,Ruben Eiras,João Tomé
B27.2_WS20_​741098008 ​_TLK_EDT_V3_FIN,741098008,f16ca2ab-f3b5-4c0e-822b-b345f32a49b5,Bringing Portuguese tradition to the world,"Join Mariza in conversation about her journey to bring Fado to the world, and learn how that mission has adapted in a year without tours and concerts. ",Mariza,,,João Miguel Salvador
B32.2_WS20_741098036_TLK_EDT_V1_FIN,741098036,9309816c-a66d-4ba2-b046-eed87a4c7211,Why Portugal?,"Why are global businesses and exciting startups based everywhere from Europe to the far east choosing Portugal to set up shop? The answer is more than just the sun. In this session, AICEP's CEO answers the question, ""Why Portugal?"".",Luís Castro Henriques,,,
B35.2_WS20_741098067_TLK_EDT_V3_FIN,741098067,80305690-b91d-48bd-b3b7-4c7f01ccb32d,Creatives for change,"In this session, TV host Ana Rita Clara brings together a group of change-makers who want to see Portugal become its best, most-sustainable self. ",Ana Bacalhau,José Luis Peixoto,Hugo Vau,Ana Rita Clara
B36.2_WS20_741098103_TLK_EDT_V1_FIN,741098103,28218a88-8ded-45d0-8a23-3d2562c099eb,MAAT: Museums in the new reality,"In this session, the executive director of MAAT paints a picture of the modern museum in a world of technological change and social upheaval.",Beatrice Leanza,,,
C3.2_WS20_741098135_TLK_EDT_V2_FIN,741098135,e15f4e76-4207-4244-81bc-10404dbcc3e8,Getting creative with social entrepreneurship,"Our society has increasingly prioritised developing, funding and implementing solutions to social, cultural and environmental issues.Join us in this session as we discuss what lies ahead for social entrepreneurship.",António Miguel,Luis Reis,,
C4.2_WS20_741098679_TLK_EDT_V3_FIN,741098679,a0f98fbc-b57d-4bc0-85c1-1ba6189fe91a,Evolution through innovation,"It is an absolute certainty in life that our society will never stop being curious and creative. Through innovative exploration, we come to unprecedented solutions. Join us for this session as we discuss how an individual, as well as the collective, should continually ask questions in order to achieve progressive development.   ",Bruno Mota,,,Nelma Serpa Pinto
C8.2_WS20_741098924_TLK_EDT_V2_FIN,741098924,dc40e04d-0b3c-4014-8b4f-75f406a0bc59,The next gen of Portuguese tech,"Startup Portugal’s mission is to promote the creation and development of innovative companies – with fast and sustainable scalability – to showcase Portugal’s unique infrastructures. In this session, we welcome the executive director of Startup Portugal as we look ahead to Portugal's future development. ",João Borga,,,Rute Sousa Vasco
C12.2_WS20_741099043_TLK_EDT_V1_FIN,741099043,4184ea28-412d-4575-a59c-7399bc1d6fbf,Media and misinformation in the Covid era,"Protecting our communities involves more than just wearing a mask. Managing what you say, and where you say it, has never been more important to public health. Learn from medical and media experts about why we need to manage misinformation sooner, rather than later. ",Ricardo Baptista Leite,,,Daniel Catalão
C15.2_WS20_741099146_TLK_EDT_V2_FIN,741099146,8e3f19bc-2413-4332-83d1-d0589fc3f3dd,The future of tourism post-Covid,"Join the Portuguese secretary of state for tourism as she discusses the impact of the pandemic on the tourism sector, how it can recover, and the role of tech in that recovery.",Rita Marques,,,João Tomé
D35.2_WS20_770962359_TLK_EDT_V2_FIN,770962359,e766d4ee-a57c-421a-bccd-799bc505a3e0,The future of customer data,"Customer data is becoming useful in more and more tools, including analytics, sending personalised emails, running A/B tests and more. But this introduces some complexity in data management. Peter Reinhardt will discuss best practices in maintaining consistent and high-quality customer data, so you can focus on growing your business.",Peter Reinhardt,,,Ron Miller
D35.2_WS20_813561342_TLK_EDT_V1_FIN,813561342,af649b45-272d-4fab-aae8-a42a607d4fe6,The future of Europe is green,"The climate crisis is the single greatest threat humanity currently faces. Facing up to this challenge will require a radical approach co-ordinated across the planet. In this session, we hear from the man in charge of spearheading the European approach to preventing cataclysmic climate collapse, European Commission executive vice president Frans Timmermans.",Frans Timmermans,,,Mariana Barbosa
B3.1_WS20_822087258_EDT_v4_no intro,822087258,2ab850d4-a209-4c1b-b73a-5e9becfd71b7,Opening Ceremonies,N/A,Paddy Cosgrave,António Costa,Fernando Medina,
B11.2_WS20_ 822202864_TLK_EDT_V1_FIN,822202864,8af8661e-8cf8-40b3-a593-d5a509e585e4,A message from the mayor of Tokyo,"Yuriko Koike, the mayor of Tokyo, discusses the city's sustainability efforts and projects.",Yuriko Koike,,,
C9.2_WS20_ 837963482_TLK_EDT_V2_FIN,837963482,1b1da7a5-2040-4687-898e-e99d44509ac4,The energy transition is calling you,"Last year, the world hit a new record high in CO2 emissions. Scientific data shows the importance of limiting the global temperature rise to 1.5ºC. Utilities have a critical role to play in decarbonisation and in the electrification of the economy. EDP invites you to know more about the ongoing energy revolution and how companies can walk the walk in leading the transition to a more sustainable world.",Vera Pinto Pereira,,,
D13.2_WS20_838018466_TLK_EDT_V2_FIN,838018466,,The decade of design with Figma,"Where once we said 'adapt or die', 'design or die' may now be more appropriate. While the competitive advantage good design has to offer has always been clear to those in its inner circle,  design is only now stepping into the sun as the make-or-break bottom line critical to the success of any company. In this session, Figma co-founder and CEO Dylan Field and Index Ventures partner Sarah Cannon talk about the foundations, and the future of the next decade of design.",Dylan Field,Sarah Cannon,,Alex Konrad
B55.2_WS20_838102151_TLK_EDT_V1_FIN,838102151,be101308-2a5c-461d-9e42-9a0dd0905e42,"Navigating crisis, the Cathy Bessant way","Cathy Bessant is a household name in banking for good reason. As head of technology at Bank of America, she has helped to navigate the company through plenty of challenges. Learn from her in this session as she shares how 2020 has been a true test of leadership.",Cathy Bessant,,,Penny Crosman
D43.2_WS20_838186709_TLK_EDT_V3_FIN,838186709,e743c752-fa73-4135-be8f-a86408fc2ddc,Innovating and connecting during a pandemic,"The role of technology in keeping us safe and connected during a pandemic is crucial. In this session, we hear from the European Commissioner in charge of innovation, Mariya Gabriel, and the prime minister of Luxembourg, Xavier Bettel, about how innovative technology has helped people stay together, even when we are apart.",Mariya Gabriel,Xavier Bettel,,Ryan Heath
C3.2_WS20_840804872_TLK_EDT_V2_FIN,840804872,,Armed with a pen: The battle for education,"Education can be the silver bullet to inequality. It can make the powerless powerful; the destitute, hopeful... In this session, we are joined by one of the most inspiring activists in the world, Muzoon Almellehan. She joins us, with UNICEF's executive director, Henrietta Fore, to discuss how to ensure education for all.",Henrietta Fore,Muzoon Almellehan,,
D21.2_WS20_844215608_TLK_EDT_V1_FIN,844215608,,Is there a light at the end of ecommerce's lockdown tunnel?,"Brands are bracing themselves for further turmoil this year, but ecommerce has been the saviour of retailers around the world. With huge gains still to be made, 2020's new ecommerce unicorn, Thrasio, sets its sights on what lies ahead.",Carlos Cashman,,,Conor Moore
C31.2_WS20_844256648_TLK_EDT_V1_FIN,844256648,,Treating the environment as a major stakeholder,Sustainability has long been more than just a slogan. But how are corporates and startups incorporating it into their products? Hear from AB InBev and Allbirds on how they're treating our planet as a major stakeholder.,Tony Milikin,Joseph Zwillinger,,Julia Jackson
E35.2_WS20_846884973_TLK_EDT_V1_FIN,846884973,,"In a global pandemic, WHO knows best?","As the World Health Organization leads the charge against Covid-19, its Director-General, Dr Tedros Ghebreyesus, shares his vision for innovation across multiple areas of health, and outlines how WHO is spearheading change, from data digitisation and vaccine development to treatments, diagnostics and more.",Tedros Adhanom Ghebreyesus,,,
,846905078,,Climate justice: Why we need interconnected solutions,"Apple recently announced it will be carbon neutral for its supply chain and products by 2030, and that it will prioritise racial equity as it pursues this goal. 
Apple's VP of Environment, Policy and Social Initiatives Lisa Jackson and Nobel Prize Winner Malala Yousafzai discuss their individual paths and what inspires them about the possibilities ahead, Lisa and Malala will take a deeper look at climate justice and discuss opportunities they see to drive positive change across social issues.",Lisa Jackson,Malala Yousafzai,,
C31.2_WS20_848863775_TLK_EDT_V1_FIN,848863775,,Strategising for a better world,"Join two global leaders as they lay out the blueprint for making the Sustainable Development Goals a reality, covering where we need to go, collectively, and how we can get there.",Sanda Ojiambo,Julie Sweet,,Drake Baer
D11.2_WS20_848896069_TLK_EDT_V1_FIN,848896069,,Distributed companies are the future,"Hear from Job van der Voort, the CEO of Remote. Remote offers international payroll, benefits, and compliance services, for distributed employees and contractors. In this session, Job will be outlining why distributed companies are the future.",Job van der Voort,,,
C9.2_WS20_851409646_TLK_EDT_V1_FIN,851409646,,Managing talent during a pandemic,"How do you manage talent during a pandemic? How do you manage a multimillion-euro merger through a pandemic? In this fireside, Axios reporter Sara Fischer will chat to a woman who is doing both: Media Nanny CEO José Woldring. ",José Woldring,,,Sara Fischer
D15.2_WS20_ 854602941_TLK_EDT_V1_FIN,854602941,,Diogo Jota x Portugal: Modern football pioneers,"Meet the new face of the changing game. Liverpool striker Diogo Jota joins Portugal FA's CMO to discuss the evolution of football, on and off the pitch. ",Diogo Jota,Nuno Moura,,James Pearce
 D31.2_WS20_857862285_TLK_EDT_V1_FIN,857862285,,At the Hart of the activewear kingdom,"Now that we’ve arrived at a digital conferencing era, where is activewear going beyond 2020? In this session, Kevin Hart joins Techstyle Fashion Group's founder and CEO, Adam Goldenberg, to share the latest on fashion, tech and building their business empires. ",Kevin Hart,Adam Goldenberg,,Eric Schurenberg
A7.2_WS20_862961327_TLK_EDT_V2_FIN,862961327,,Deepak Chopra leads a guided meditation,"Prepare for a busy day at Web Summit with a moment of zen, courtesy of Deepak Chopra. This is a special guided meditation with a difference.",Deepak Chopra,,,
F1.2_WS20_865347949_TLK_EDT_V4_FIN,865347949,,Lisbon After Dark brought to you by Lisboa City Council,"Since we can’t be in Lisbon this year, we’re bringing some of the city’s best entertainment to your screen. Watch Portuguese band Dead Combo’s unmissable Portugal Day concert, recorded last June at São Jorge Castle. The show celebrates Lisboa’s music, heritage and diversity.",,,,
E18.2_WS20_871214406_TLK_EDT_V2_FIN,871214406,,"Game, set, match: Serena Williams x Away","In this exclusive talk, design unicorn Away co-founder Jen Rubio and tennis legend Serena Williams discuss the power of collaboration in business, and winning leadership insights from their careers.",Serena Williams,Jen Rubio,,Samantha Barry
B36.1_WS20_873958786_TLK_EDT_V4_FIN,873958786,,Greetings from Malaysia,"Surina Shukri, CEO of Malaysia Digital Economy Corporation (MDEC), will announce some breaking news, and talk through the steps Malaysia is taking to bolster its tech economy.",Surina Shukri,,,Casey Lau
E17.2_WS20_878957448_TLK_EDT_V1_FIN,878957448,,Tokyo 2021: Reinventing the Olympics,"The president of the International Olympic Committee, Thomas Bach, takes us through how technology has revolutionised the Olympic games, and why Tokyo 2021 will be a global, historic event like never before.",Thomas Bach,,,
C23.2_WS20_880831472_TLK_EDT_V1_FIN,880831472,,Lisbon's urban mobility moment,"Join the Deputy Mayor of Lisbon, Miguel Gaspar for this address, as he shares his predictions and plans for Lisbon's urban mobility future.",,,,
